"","4","12","13","24","41","42","43","45","48","50","68","74","75","79","87","88","90","100","107","113","114","116","120","125","127","128","137","140","141","142","143","144","148","151","152","158","161","162","163","164","166","170","186","209","211","224","229","230","231","232","233","234","236","237","238","239","243","244","246","249","261","262","263"
"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3176.47058823529,1862.06896551724,NA,3600,NA,NA,NA,1800,NA,NA,3176.47058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",NA,1384.61538461538,362.41610738255,NA,NA,NA,NA,2571.42857142857,2076.92307692308,2842.10526315789,620.689655172414,NA,NA,3000,402.985074626866,562.5,1588.23529411765,1102.04081632653,2571.42857142857,NA,818.181818181818,NA,NA,750,NA,NA,1862.06896551724,1421.05263157895,NA,NA,NA,1687.5,NA,NA,NA,331.288343558282,562.5,580.645161290323,1173.91304347826,1125,NA,794.117647058824,931.034482758621,1862.06896551724,1018.8679245283,NA,2000,729.72972972973,100.558659217877,3600,1636.36363636364,750,NA,NA,NA,NA,NA,NA,331.288343558282,650.602409638554,830.769230769231,NA,NA
"24",NA,NA,NA,NA,NA,NA,3375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1542.85714285714,2842.10526315789,NA,NA,NA,NA,NA,3176.47058823529,2842.10526315789,2842.10526315789,NA,NA,NA,NA,NA,NA,NA,NA,2571.42857142857,NA,NA,NA,NA,1255.81395348837,1148.93617021277,534.653465346535,514.285714285714,NA,NA,2842.10526315789,NA,NA,NA,NA
"41",NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2347.82608695652,NA,NA,NA,NA,NA,NA,NA,NA,2454.54545454545,2347.82608695652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1173.91304347826,2454.54545454545,701.298701298701,1173.91304347826,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,3600,NA,NA,NA,254.716981132075,NA,2347.82608695652,NA,1928.57142857143,2700,1000,NA,NA,NA,NA,1148.93617021277,NA,NA,NA,NA,NA,NA,NA,NA,NA,519.230769230769,650.602409638554,317.647058823529,650.602409638554,NA,NA,NA,NA,NA,145.161290322581,267.326732673267,337.5,1542.85714285714,1687.5,771.428571428571,1542.85714285714,NA,NA,NA,3176.47058823529,504.672897196262,3375,NA,2842.10526315789,1038.46153846154,142.105263157895,191.489361702128,388.489208633094,421.875,NA,NA,1500,NA,NA,1800,885.245901639344
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,593.406593406593,NA,NA,NA,857.142857142857,NA,180,253.521126760563,177.631578947368,NA,1636.36363636364,NA,NA,1350,760.56338028169,367.34693877551,1421.05263157895,2347.82608695652,NA,NA,NA,NA,NA,NA,1125,1058.82352941176,1500,274.111675126904,400,NA,NA,NA,NA,2454.54545454545,90.4522613065327,217.741935483871,175.324675324675,380.281690140845,2250,295.081967213115,435.483870967742,NA,NA,NA,1928.57142857143,123.853211009174,574.468085106383,NA,915.254237288136,428.571428571429,586.95652173913,350.649350649351,900,915.254237288136,NA,2700,165.644171779141,1800,2000,NA,NA
"50",NA,NA,1018.8679245283,NA,NA,NA,1800,NA,388.489208633094,964.285714285714,701.298701298701,NA,NA,NA,3375,3375,1542.85714285714,981.818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,2842.10526315789,NA,586.95652173913,782.608695652174,NA,NA,NA,NA,1862.06896551724,333.333333333333,658.536585365854,486.486486486487,1173.91304347826,2700,900,900,NA,NA,NA,NA,331.288343558282,739.72602739726,NA,3176.47058823529,1200,1800,1125,1928.57142857143,1125,NA,NA,350.649350649351,NA,3176.47058823529,NA,NA
"68",NA,NA,534.653465346535,NA,NA,NA,2347.82608695652,NA,377.622377622378,574.468085106383,220.408163265306,NA,3600,2842.10526315789,1588.23529411765,2842.10526315789,308.571428571429,486.486486486487,692.307692307692,857.142857142857,1588.23529411765,NA,NA,1350,NA,NA,805.970149253731,1741.93548387097,2076.92307692308,1125,2571.42857142857,3000,NA,NA,NA,650.602409638554,207.692307692308,562.5,382.978723404255,453.781512605042,NA,268.65671641791,495.412844036697,NA,2842.10526315789,NA,3176.47058823529,245.454545454545,457.627118644068,NA,1038.46153846154,207.692307692308,1500,1173.91304347826,NA,NA,NA,NA,126.168224299065,473.684210526316,2347.82608695652,NA,NA
"74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1741.93548387097,3600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885.245901639344,2700,NA,NA,NA,NA,NA,NA,NA,2571.42857142857,1000
"75",NA,NA,NA,NA,NA,NA,1687.5,NA,1928.57142857143,NA,3600,NA,NA,NA,3600,3176.47058823529,NA,NA,3600,NA,NA,NA,NA,NA,NA,NA,1384.61538461538,666.666666666667,805.970149253731,1384.61538461538,2347.82608695652,NA,NA,NA,NA,NA,931.034482758621,701.298701298701,2250,3600,NA,1800,3176.47058823529,NA,NA,NA,2454.54545454545,2000,NA,NA,2000,2571.42857142857,200.743494423792,551.020408163265,710.526315789474,1080,NA,NA,2454.54545454545,NA,NA,900,514.285714285714
"79",1350,NA,1227.27272727273,NA,NA,NA,NA,2842.10526315789,2700,3000,701.298701298701,NA,3375,337.5,981.818181818182,1227.27272727273,947.368421052632,1384.61538461538,244.343891402715,490.909090909091,556.701030927835,NA,NA,915.254237288136,NA,NA,435.483870967742,1350,3000,NA,NA,857.142857142857,1459.45945945946,NA,NA,1018.8679245283,323.353293413174,272.727272727273,900,600,NA,275.510204081633,495.412844036697,NA,885.245901639344,NA,545.454545454545,1500,586.95652173913,2454.54545454545,385.714285714286,187.5,3375,1800,NA,NA,NA,NA,870.967741935484,568.421052631579,3176.47058823529,NA,NA
"87",NA,NA,666.666666666667,NA,NA,NA,NA,981.818181818182,NA,NA,1588.23529411765,NA,NA,1862.06896551724,1588.23529411765,2000,2842.10526315789,3000,2076.92307692308,1285.71428571429,1588.23529411765,NA,NA,3600,NA,NA,1542.85714285714,2571.42857142857,NA,NA,NA,1459.45945945946,3375,NA,NA,2571.42857142857,843.75,931.034482758621,2347.82608695652,1384.61538461538,NA,964.285714285714,2454.54545454545,1000,3176.47058823529,NA,2454.54545454545,2842.10526315789,439.024390243902,NA,2250,1018.8679245283,NA,3600,NA,NA,NA,NA,1080,2842.10526315789,2571.42857142857,NA,NA
"88",NA,NA,1459.45945945946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2076.92307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3176.47058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862.06896551724,NA,NA,NA,1741.93548387097,NA,1459.45945945946,NA,NA,NA,NA,1588.23529411765,3000,2347.82608695652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,981.818181818182,NA,NA,NA,NA,NA,1200,2347.82608695652,262.135922330097,NA,NA,3000,2571.42857142857,NA,650.602409638554,692.307692307692,495.412844036697,586.95652173913,1038.46153846154,NA,NA,1058.82352941176,NA,NA,701.298701298701,2842.10526315789,NA,1928.57142857143,NA,2842.10526315789,NA,NA,NA,900,253.521126760563,1000,729.72972972973,406.015037593985,NA,400,509.433962264151,NA,1588.23529411765,NA,NA,504.672897196262,519.230769230769,NA,2250,243.243243243243,NA,1741.93548387097,NA,NA,NA,NA,181.818181818182,432,3176.47058823529,NA,NA
"100",NA,NA,1227.27272727273,NA,NA,NA,1800,NA,580.645161290323,782.608695652174,739.72602739726,NA,NA,NA,2700,1928.57142857143,1255.81395348837,1459.45945945946,870.967741935484,1800,NA,NA,NA,3600,NA,NA,1173.91304347826,1125,1227.27272727273,964.285714285714,2347.82608695652,NA,NA,NA,NA,3176.47058823529,87.6623376623377,258.373205741627,197.802197802198,290.322580645161,NA,184.931506849315,514.285714285714,NA,NA,NA,1800,122.727272727273,900,NA,600,306.818181818182,1687.5,439.024390243902,NA,NA,NA,NA,293.478260869565,3375,NA,NA,NA
"107",2347.82608695652,NA,545.454545454545,NA,NA,NA,NA,NA,1588.23529411765,NA,329.268292682927,NA,3000,514.285714285714,540,1038.46153846154,432,500,394.160583941606,397.058823529412,568.421052631579,NA,NA,947.368421052632,NA,NA,231.759656652361,915.254237288136,1350,2000,NA,782.608695652174,1227.27272727273,NA,NA,1542.85714285714,122.171945701357,128.878281622912,514.285714285714,255.924170616114,NA,112.970711297071,295.081967213115,1636.36363636364,915.254237288136,NA,504.672897196262,457.627118644068,425.196850393701,3600,235.807860262009,230.769230769231,1636.36363636364,606.741573033708,NA,NA,NA,NA,402.985074626866,613.636363636364,1255.81395348837,NA,NA
"113",2571.42857142857,NA,729.72972972973,NA,NA,NA,NA,NA,2250,3375,461.538461538462,NA,NA,435.483870967742,1384.61538461538,NA,729.72972972973,692.307692307692,388.489208633094,574.468085106383,551.020408163265,NA,NA,818.181818181818,NA,NA,947.368421052632,2347.82608695652,NA,NA,NA,915.254237288136,NA,NA,NA,771.428571428571,214.285714285714,315.789473684211,760.56338028169,540,NA,278.350515463918,794.117647058824,3600,782.608695652174,NA,2842.10526315789,465.51724137931,446.280991735537,2347.82608695652,1125,205.32319391635,3375,1384.61538461538,NA,NA,NA,NA,385.714285714286,394.160583941606,2700,NA,NA
"114",NA,NA,2454.54545454545,NA,NA,NA,NA,NA,NA,NA,1384.61538461538,NA,NA,915.254237288136,NA,NA,1588.23529411765,3600,750,675,1800,NA,NA,2700,NA,NA,2160,NA,NA,NA,NA,3375,3600,NA,NA,2160,964.285714285714,1285.71428571429,2571.42857142857,1862.06896551724,NA,1000,1636.36363636364,NA,2842.10526315789,NA,NA,1928.57142857143,683.544303797468,NA,3176.47058823529,400,NA,NA,NA,NA,NA,NA,760.56338028169,729.72972972973,NA,NA,NA
"116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3600,NA,NA,NA,NA
"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,1800,NA,NA,NA,NA,NA,NA,NA,1350,NA,NA,3375,NA,NA,1928.57142857143,3176.47058823529,2250,1500,2000,NA,NA,3176.47058823529,NA,NA,NA,NA,NA,NA,NA,1928.57142857143,NA,NA,NA,805.970149253731,750,1687.5,1800,1862.06896551724,NA,1173.91304347826,2000,NA,2160,NA,NA,1227.27272727273,613.636363636364,NA,NA,760.56338028169,NA,NA,NA,NA,NA,NA,857.142857142857,805.970149253731,NA,NA,NA
"127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",NA,NA,1102.04081632653,NA,NA,NA,NA,2454.54545454545,2250,NA,1317.07317073171,NA,NA,683.544303797468,1200,1125,1542.85714285714,514.285714285714,402.985074626866,1542.85714285714,2700,NA,NA,NA,NA,NA,514.285714285714,692.307692307692,1542.85714285714,NA,NA,NA,2454.54545454545,NA,NA,NA,245.454545454545,190.812720848057,1227.27272727273,415.384615384615,NA,192.170818505338,613.636363636364,3600,3600,3000,574.468085106383,1058.82352941176,900,2842.10526315789,243.243243243243,335.403726708075,1542.85714285714,1459.45945945946,NA,NA,NA,NA,1542.85714285714,2250,3600,NA,3375
"140",NA,NA,675,NA,NA,NA,782.608695652174,1459.45945945946,1500,1800,1038.46153846154,964.285714285714,418.604651162791,NA,529.411764705882,830.769230769231,3176.47058823529,794.117647058824,534.653465346535,2571.42857142857,3176.47058823529,NA,NA,NA,NA,NA,394.160583941606,157.894736842105,244.343891402715,642.857142857143,1687.5,2250,NA,NA,NA,NA,137.404580152672,78.8321167883212,360,642.857142857143,1928.57142857143,298.342541436464,1018.8679245283,1058.82352941176,2250,NA,155.172413793103,627.906976744186,750,NA,168.224299065421,650.602409638554,100.934579439252,89.4039735099338,760.56338028169,857.142857142857,NA,1285.71428571429,2250,NA,1741.93548387097,272.727272727273,216
"141",NA,NA,1058.82352941176,NA,NA,NA,551.020408163265,NA,2076.92307692308,2571.42857142857,1384.61538461538,794.117647058824,331.288343558282,3176.47058823529,947.368421052632,900,3600,1000,1018.8679245283,NA,NA,NA,NA,NA,NA,NA,580.645161290323,127.058823529412,180,382.978723404255,1384.61538461538,NA,NA,3375,NA,NA,101.123595505618,63.231850117096,274.111675126904,729.72972972973,2842.10526315789,291.891891891892,981.818181818182,2700,NA,NA,247.706422018349,500,947.368421052632,NA,174.193548387097,729.72972972973,71.334214002642,81.8181818181818,666.666666666667,675,NA,NA,1285.71428571429,NA,3000,288.770053475936,207.692307692308
"142",NA,NA,900,2347.82608695652,NA,NA,300,NA,325.301204819277,771.428571428571,486.486486486487,NA,915.254237288136,NA,NA,NA,2842.10526315789,613.636363636364,3600,NA,NA,NA,NA,NA,NA,NA,1500,321.428571428571,534.653465346535,196.363636363636,235.807860262009,NA,NA,2571.42857142857,NA,NA,106.930693069307,116.883116883117,121.076233183857,1080,545.454545454545,529.411764705882,931.034482758621,NA,NA,NA,1102.04081632653,142.857142857143,1173.91304347826,NA,1542.85714285714,1102.04081632653,200.743494423792,144.385026737968,171.974522292994,150,NA,2076.92307692308,400,NA,NA,2347.82608695652,1080
"143",NA,NA,818.181818181818,1384.61538461538,NA,NA,729.72972972973,NA,453.781512605042,574.468085106383,1227.27272727273,NA,1148.93617021277,NA,NA,NA,1687.5,830.769230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.636363636364,931.034482758621,254.716981132075,308.571428571429,NA,NA,2160,NA,3375,245.454545454545,300,222.222222222222,947.368421052632,635.294117647059,870.967741935484,1285.71428571429,NA,NA,NA,2250,244.343891402715,1542.85714285714,NA,2454.54545454545,1148.93617021277,425.196850393701,377.622377622378,199.261992619926,157.894736842105,NA,1102.04081632653,337.5,NA,NA,NA,2160
"144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,2700,3375,NA,2571.42857142857,NA,1317.07317073171,1173.91304347826,2347.82608695652,NA,NA,2076.92307692308,NA,NA,NA,NA,NA,NA,NA,3600,2250,NA,NA,2454.54545454545,857.142857142857,1384.61538461538,NA,3375,NA,2571.42857142857,2160,NA,3000,NA,NA,3600,1058.82352941176,NA,NA,805.970149253731,NA,NA,NA,NA,NA,NA,1542.85714285714,1741.93548387097,NA,NA,NA
"148",NA,NA,2842.10526315789,NA,NA,NA,NA,NA,NA,NA,2347.82608695652,NA,NA,1687.5,1317.07317073171,NA,NA,3000,964.285714285714,2842.10526315789,2160,NA,NA,2347.82608695652,NA,NA,1125,NA,NA,NA,NA,3176.47058823529,NA,NA,NA,2700,2160,1227.27272727273,2347.82608695652,2454.54545454545,NA,1741.93548387097,2700,NA,NA,NA,NA,NA,1862.06896551724,1928.57142857143,2000,1080,NA,NA,NA,NA,NA,NA,2347.82608695652,2454.54545454545,NA,NA,NA
